full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,latitude,longitude,planning_area,subzone
260A PUNGGOL WAY,5370.967741935484,5565.289079201954,public,1.40479713792879,103.896616087907,PUNGGOL,MATILDA
260A SENGKANG EAST WAY,4888.888888888889,5171.474101010102,public,1.39314109071501,103.895569385627,SENGKANG,SENGKANG TOWN CENTRE
260B ANG MO KIO ST 21,9243.2211313698,9317.233585453174,public,1.36886409962902,103.83395420063,ANG MO KIO,SHANGRI-LA
260B PUNGGOL WAY,5398.230088495575,5580.205834152736,public,1.40488489257322,103.896351333072,PUNGGOL,MATILDA
260B SENGKANG EAST WAY,4863.636363636364,5062.987012987012,public,1.39364133502199,103.895275278312,SENGKANG,SENGKANG TOWN CENTRE
260C PUNGGOL WAY,5322.58064516129,5421.615975422427,public,1.40524575016039,103.896410927147,PUNGGOL,MATILDA
260C SENGKANG EAST WAY,4818.181818181818,4945.943636363636,public,1.39413298199161,103.895443551571,SENGKANG,SENGKANG TOWN CENTRE
260D SENGKANG EAST WAY,5155.050505050505,5251.067243867244,public,1.39443375968777,103.895863980712,SENGKANG,SENGKANG TOWN CENTRE
261 BISHAN ST 22,6409.107632093934,6722.571315161622,public,1.35898311307146,103.843324416185,BISHAN,MARYMOUNT
261 BOON LAY DR,3796.378418329638,3809.493644682244,public,1.34559270009436,103.70789526133,JURONG WEST,BOON LAY PLACE
261 BT BATOK EAST AVE 4,4347.826086956522,4267.999064983637,public,1.35052922093523,103.758806408803,BUKIT BATOK,BUKIT BATOK EAST
261 JURONG EAST ST 24,3907.604832977967,4153.7111643586895,public,1.34449568862198,103.740401081749,JURONG EAST,YUHUA EAST
261 SERANGOON CTRL DR,5664.0625,5927.884615384615,public,1.35388032675518,103.872366663054,SERANGOON,SERANGOON CENTRAL
261 TAMPINES ST 21,4864.864864864865,4806.469375615344,public,1.35430349301699,103.950965476662,TAMPINES,TAMPINES EAST
261 TOA PAYOH EAST,10537.63440860215,10437.462365591398,public,1.33350386216852,103.855237846252,TOA PAYOH,BOON TECK
261 YISHUN ST 22,3984.375,4212.5,public,1.43530973604166,103.838606289364,YISHUN,NORTHLAND
261A PUNGGOL WAY,5720.588235294117,5817.06394686907,public,1.40596991489125,103.896803290622,PUNGGOL,MATILDA
261A SENGKANG EAST WAY,4909.090909090909,5014.545454545455,public,1.3940974696348,103.894421846636,SENGKANG,SENGKANG TOWN CENTRE
261B PUNGGOL WAY,5376.344086021505,5743.792713829064,public,1.40601534722271,103.896508270967,PUNGGOL,MATILDA
261B SENGKANG EAST WAY,4926.254545454545,5012.767151515151,public,1.39349896369795,103.89430473141,SENGKANG,SENGKANG TOWN CENTRE
261C PUNGGOL WAY,5279.569892473119,5427.26563122262,public,1.40562302458525,103.896470406908,PUNGGOL,MATILDA
261C SENGKANG EAST WAY,5105.882352941177,5605.751633986928,public,1.39332256079354,103.894891314314,SENGKANG,SENGKANG TOWN CENTRE
261D SENGKANG EAST WAY,5013.636363636364,5180.345454545454,public,1.39367207668997,103.894792814614,SENGKANG,SENGKANG TOWN CENTRE
262 BISHAN ST 22,5464.129120879121,5778.629512438539,public,1.35924889485388,103.842632054734,BISHAN,MARYMOUNT
262 BOON LAY DR,3695.652173913044,3819.056729275656,public,1.34480139690531,103.707299106579,JURONG WEST,BOON LAY PLACE
262 BT BATOK EAST AVE 4,3906.25,4176.406493130421,public,1.35062361485088,103.759330011217,BUKIT BATOK,BUKIT BATOK EAST
262 JURONG EAST ST 24,3823.529411764706,4003.0573976578585,public,1.34412713353467,103.741112407318,JURONG EAST,YUHUA EAST
262 SERANGOON CTRL DR,5937.5,6102.041666666667,public,1.35320015610698,103.872208837406,SERANGOON,SERANGOON CENTRAL
262 TAMPINES ST 21,4741.956241956243,4905.159689776056,public,1.35375663916488,103.950970401367,TAMPINES,TAMPINES EAST
262 TOA PAYOH EAST,10691.176470588236,10665.413451402066,public,1.33320440397645,103.855618262704,TOA PAYOH,BOON TECK
262 WATERLOO ST,7378.048780487805,7319.631436314363,public,1.29853916273521,103.851856012904,ROCHOR,VICTORIA
262 YISHUN ST 22,3738.095238095238,4032.2901735945215,public,1.4357801119708,103.83917092486,YISHUN,NORTHLAND
262A COMPASSVALE ST,4831.818181818182,4882.743434343434,public,1.39554139258566,103.894940561242,SENGKANG,SENGKANG TOWN CENTRE
262B COMPASSVALE ST,4992.307692307692,5046.95,public,1.39510005315112,103.895470505301,SENGKANG,SENGKANG TOWN CENTRE
262C COMPASSVALE ST,5019.2307692307695,4973.626373626374,public,1.3945703423105,103.895105269913,SENGKANG,SENGKANG TOWN CENTRE
262D COMPASSVALE ST,4863.636363636364,5205.594405594406,public,1.39424037512497,103.894971589081,SENGKANG,SENGKANG TOWN CENTRE
263 BISHAN ST 22,5528.846153846154,5684.456143988418,public,1.3589002858095,103.842593312869,BISHAN,MARYMOUNT
263 BOON LAY DR,4036.155457632016,4088.462729641698,public,1.3451004516425,103.706911682245,JURONG WEST,BOON LAY PLACE
263 BT BATOK EAST AVE 4,3904.109589041096,4142.872048588021,public,1.35029153722115,103.759090413855,BUKIT BATOK,BUKIT BATOK EAST
263 JURONG EAST ST 24,3928.571428571429,4008.241463377237,public,1.34434377958261,103.741796120846,JURONG EAST,YUHUA EAST
263 SERANGOON CTRL DR,5625.0,6030.958333333333,public,1.35386322697735,103.871939623369,SERANGOON,SERANGOON CENTRAL
263 TAMPINES ST 21,4837.8378378378375,4839.129565864656,public,1.35329703032126,103.951491024758,TAMPINES,TAMPINES EAST
263 TOA PAYOH EAST,10823.529411764706,10728.747998865843,public,1.33296386438488,103.855447426238,TOA PAYOH,BOON TECK
263 WATERLOO ST,7352.941176470588,7441.1754901960785,public,1.29860886084679,103.852267043086,ROCHOR,VICTORIA
263 YISHUN ST 22,4531.25,4628.818260120585,public,1.43616298065236,103.839111126816,YISHUN,NORTHLAND
264 BISHAN ST 24,5037.313432835821,5091.2813965341,public,1.35866825318856,103.842069711877,BISHAN,MARYMOUNT
264 BOON LAY DR,3657.637552904964,3662.540248273628,public,1.34607772133475,103.706889791188,JURONG WEST,BOON LAY PLACE
264 BT BATOK EAST AVE 4,3904.109589041096,4190.137818974539,public,1.34991025839712,103.759040163588,BUKIT BATOK,BUKIT BATOK EAST
264 JURONG EAST ST 24,4275.210084033613,4442.977115248013,public,1.34374104685927,103.741478764585,JURONG EAST,YUHUA EAST
264 TAMPINES ST 21,4584.779706275033,4614.757960323245,public,1.35280486315014,103.951145717078,TAMPINES,TAMPINES EAST
264 TOA PAYOH EAST,10322.58064516129,10424.559139784946,public,1.332464536405,103.855237512058,TOA PAYOH,BOON TECK
264 WATERLOO ST,7275.0,7339.354723707665,public,1.29900941828595,103.852284903161,ROCHOR,VICTORIA
264 YISHUN ST 22,4101.5625,4258.073157051282,public,1.43587416567207,103.838503689093,YISHUN,NORTHLAND
264A COMPASSVALE BOW,5428.739130434783,5754.226086956522,public,1.38113503189067,103.896831355117,SENGKANG,COMPASSVALE
264A PUNGGOL WAY,5706.521739130435,5836.40950310559,public,1.40597704114999,103.898544055197,PUNGGOL,MATILDA
264B COMPASSVALE BOW,5390.695652173913,5698.670807453416,public,1.38128630044125,103.896543354066,SENGKANG,COMPASSVALE
264C COMPASSVALE BOW,5937.5,6145.788819875776,public,1.38145602861701,103.896164686932,SENGKANG,COMPASSVALE
264D COMPASSVALE BOW,5994.565217391304,6166.751552795031,public,1.38154507506991,103.895943415352,SENGKANG,COMPASSVALE
264E COMPASSVALE BOW,5754.826086956522,6160.082608695652,public,1.38165918663455,103.895504947189,SENGKANG,COMPASSVALE
264F COMPASSVALE BOW,5505.434782608696,5764.314578005115,public,1.38172125180474,103.895197996712,SENGKANG,COMPASSVALE
265 BISHAN ST 24,5473.214285714286,5398.383834305874,public,1.35831237987584,103.842088235009,BISHAN,MARYMOUNT
265 BOON LAY DR,3553.0714285714284,3877.280605804623,public,1.3456794296167,103.706599274406,JURONG WEST,BOON LAY PLACE
265 BT BATOK EAST AVE 4,4552.238805970149,4498.068102005182,public,1.35000839590252,103.759862841397,BUKIT BATOK,BUKIT BATOK EAST
265 TAMPINES ST 21,4512.9887168722125,4830.307215100783,public,1.35244378376196,103.950029637116,TAMPINES,TAMPINES EAST
265 TOH GUAN RD,5438.01652892562,5381.772043035025,public,1.34070811731138,103.744702329438,JURONG EAST,TOH GUAN
265 YISHUN ST 22,3809.5238095238096,4050.104644982444,public,1.43650813252856,103.838597770218,YISHUN,NORTHLAND
265A COMPASSVALE LINK,5956.521739130435,6069.397993311037,public,1.38226833339219,103.895278918503,SENGKANG,COMPASSVALE
265A PUNGGOL WAY,5869.565217391304,6009.760399021268,public,1.40566686857539,103.898715616217,PUNGGOL,MATILDA
265B COMPASSVALE LINK,5858.695652173913,6051.679347826087,public,1.38213716574566,103.895742316336,SENGKANG,COMPASSVALE
265B PUNGGOL WAY,5923.913043478261,5801.906776341559,public,1.40519969260241,103.898662558654,PUNGGOL,MATILDA
265C COMPASSVALE LINK,5586.95652173913,5903.804347826087,public,1.38208859905342,103.895967834108,SENGKANG,COMPASSVALE
265C PUNGGOL WAY,5838.061776061776,5879.8821554473725,public,1.40499728975087,103.898518563343,PUNGGOL,MATILDA
265D COMPASSVALE BOW,5826.086956521739,5948.913043478261,public,1.38195753420171,103.896431099955,SENGKANG,COMPASSVALE
265D PUNGGOL WAY,5863.521739130434,5897.646700043119,public,1.40482604982361,103.89830171747,PUNGGOL,MATILDA
265E COMPASSVALE BOW,5597.826086956522,5835.038363171356,public,1.381909151675,103.896656322872,SENGKANG,COMPASSVALE
266 BISHAN ST 24,5694.505494505494,5859.321992499853,public,1.35793002051239,103.842088092204,BISHAN,MARYMOUNT
266 BOON LAY DR,3526.785714285714,3576.124392771628,public,1.34610310609749,103.706312723846,JURONG WEST,BOON LAY PLACE
266 BT BATOK EAST AVE 4,4035.714285714286,4206.887319855386,public,1.34936030465417,103.760019454103,BUKIT BATOK,BUKIT BATOK EAST
266 PASIR RIS ST 21,4097.222222222223,4274.814155403196,public,1.3661338285701,103.963882577863,PASIR RIS,PASIR RIS DRIVE
266 TAMPINES ST 21,4756.756756756757,4819.69109068895,public,1.35196574894384,103.950237717969,TAMPINES,TAMPINES EAST
266 TOH GUAN RD,5000.0,5005.338769171035,public,1.34134130895868,103.744343444346,JURONG EAST,TOH GUAN
266 YISHUN ST 22,3986.486486486487,4182.26982926983,public,1.43700349013967,103.838824725916,YISHUN,NORTHLAND
266A COMPASSVALE BOW,5434.782608695652,5665.01976284585,public,1.38245908019497,103.89680184151,SENGKANG,COMPASSVALE
266A PUNGGOL WAY,5652.173913043478,5704.540224785566,public,1.40596071590593,103.897970713861,PUNGGOL,MATILDA
266B COMPASSVALE BOW,5641.304347826087,5682.27424749164,public,1.38257935947972,103.897225252377,SENGKANG,COMPASSVALE
266B PUNGGOL WAY,5522.388059701492,5677.696149226117,public,1.40557473862472,103.897925654424,PUNGGOL,MATILDA
266C COMPASSVALE BOW,5342.391304347826,5394.565217391305,public,1.38271966235889,103.897362090294,SENGKANG,COMPASSVALE
266C PUNGGOL WAY,5521.739130434783,5715.5626614046005,public,1.40515419785373,103.897805221585,PUNGGOL,MATILDA
266D PUNGGOL WAY,5657.657657657658,5813.28447204969,public,1.40493960067331,103.89803677792,PUNGGOL,MATILDA
267 BISHAN ST 24,5480.769230769231,5789.661703123242,public,1.35763663883836,103.842808641825,BISHAN,MARYMOUNT
267 BOON LAY DR,3553.719008264463,3645.3052189880455,public,1.34644748042226,103.706946815266,JURONG WEST,BOON LAY PLACE
267 BT BATOK EAST AVE 4,4445.663623595506,4596.664273592161,public,1.34880956575502,103.759892612835,BUKIT BATOK,BUKIT BATOK EAST
267 PASIR RIS ST 21,3958.3333333333335,4303.65724217368,public,1.36594168369426,103.963475911176,PASIR RIS,PASIR RIS DRIVE
267 TAMPINES ST 21,4626.666666666667,4850.570306476891,public,1.35134562943881,103.949091351711,TAMPINES,TAMPINES EAST
267 TOH GUAN RD,5247.729318386384,5356.0501704715925,public,1.34111736866105,103.744794661314,JURONG EAST,TOH GUAN
267 YISHUN ST 22,4282.514423076923,4319.382211538461,public,1.43700876313102,103.839334314039,YISHUN,NORTHLAND
267A COMPASSVALE LINK,5200.0,5404.011611211611,public,1.38295233185929,103.897862620782,SENGKANG,COMPASSVALE
267A PUNGGOL FIELD,5483.870967741936,5678.601526640257,public,1.40455909402432,103.897504889615,PUNGGOL,MATILDA
267B COMPASSVALE LINK,5252.747252747253,5462.7324347672175,public,1.38319999468029,103.897433235307,SENGKANG,COMPASSVALE
267B PUNGGOL FIELD,5591.887046167638,5813.499937094538,public,1.40443273898382,103.897932428343,PUNGGOL,MATILDA
267C PUNGGOL FIELD,5258.620689655172,5775.468836983241,public,1.40429080195672,103.898319290734,PUNGGOL,MATILDA
268 BISHAN ST 24,5879.62962962963,6011.792135638081,public,1.35761488671628,103.84214561083,BISHAN,MARYMOUNT
268 BT BATOK EAST AVE 4,4107.142857142857,4176.088278388279,public,1.34926274020427,103.759190085587,BUKIT BATOK,BUKIT BATOK EAST
268 PASIR RIS ST 21,4761.9047619047615,4458.664712932882,public,1.36528993396173,103.963014389703,PASIR RIS,PASIR RIS DRIVE
268 TAMPINES ST 21,4679.392656398277,4653.213738229068,public,1.35139028806382,103.947897535222,TAMPINES,TAMPINES EAST
268 TOH GUAN RD,5029.702970297029,4962.290344916845,public,1.34186652871068,103.74503522598,JURONG EAST,TOH GUAN
268 YISHUN ST 22,4615.384615384615,4492.19184981685,public,1.43721769707281,103.839506264439,YISHUN,NORTHLAND
268A BOON LAY DR,3998.989898989899,4300.229077562411,public,1.3479800119286,103.707547320825,JURONG WEST,BOON LAY PLACE
268A COMPASSVALE LINK,5222.222222222223,5459.584943584944,public,1.38416869382668,103.896647916276,SENGKANG,COMPASSVALE
268A PUNGGOL FIELD,5182.581596726615,5361.365194912298,public,1.40411150558105,103.89739889357,PUNGGOL,MATILDA
268B BOON LAY DR,4140.04914004914,4229.581529581529,public,1.34749415546441,103.70794092817,JURONG WEST,BOON LAY PLACE
268B COMPASSVALE LINK,5444.444444444444,5696.33104988105,public,1.38445556909348,103.896252814643,SENGKANG,COMPASSVALE
268B PUNGGOL FIELD,5463.917525773196,5748.378121033988,public,1.40378241604129,103.897300084671,PUNGGOL,MATILDA
268C BOON LAY DR,3873.873873873874,4246.559251741861,public,1.3471317962481,103.707996026992,JURONG WEST,BOON LAY PLACE
268C COMPASSVALE LINK,5562.618181818182,5613.735790819662,public,1.38476706087905,103.895957786939,SENGKANG,COMPASSVALE
268C PUNGGOL FIELD,5464.901315789473,5749.627153993563,public,1.40347414894291,103.897938437602,PUNGGOL,MATILDA
268D COMPASSVALE LINK,5254.311111111111,5451.335424430162,public,1.38507930337121,103.89585272192,SENGKANG,COMPASSVALE
268D PUNGGOL FIELD,5404.040404040404,5619.523449573742,public,1.40331378111347,103.898358925104,PUNGGOL,MATILDA
269 BISHAN ST 24,6065.388610005193,6171.318263525012,public,1.35688133892239,103.842683647194,BISHAN,MARYMOUNT
269 BT BATOK EAST AVE 4,4609.375,4539.931040198199,public,1.3487578841922,103.759451695253,BUKIT BATOK,BUKIT BATOK EAST
269 PASIR RIS ST 21,4479.166666666667,4452.529631483683,public,1.36530053988312,103.963750539844,PASIR RIS,PASIR RIS DRIVE
269 TAMPINES ST 21,4615.384615384615,4755.134953618554,public,1.35074543601676,103.948024392634,TAMPINES,TAMPINES EAST
269 TOH GUAN RD,5207.644628099173,5196.189960208142,public,1.34146035006385,103.74567772942,JURONG EAST,TOH GUAN
269 YISHUN ST 22,4093.75,4277.124585536706,public,1.4371253783415,103.840329022671,YISHUN,NORTHLAND
269A COMPASSVALE LINK,5636.363636363636,5810.7587254891605,public,1.3837150052578,103.895589036405,SENGKANG,COMPASSVALE
269A PUNGGOL FIELD,5614.83390607102,5880.689648245249,public,1.4031490468413,103.898975756502,PUNGGOL,MATILDA
269A QUEEN ST,6813.432835820895,6951.492537313433,public,1.30052736175451,103.853823283182,ROCHOR,VICTORIA
269B COMPASSVALE LINK,5200.0,5431.979136652821,public,1.38360114748177,103.895942493349,SENGKANG,COMPASSVALE
269B PUNGGOL FIELD,5504.378671987584,5670.177969695271,public,1.40344393233163,103.898666456376,PUNGGOL,MATILDA
269B QUEEN ST,7064.414768263943,6988.704231306677,public,1.30035670883376,103.853466360307,ROCHOR,VICTORIA
269C COMPASSVALE LINK,5304.029304029304,5479.647885327885,public,1.38351198345381,103.896373988918,SENGKANG,COMPASSVALE
269C PUNGGOL FIELD,5463.917525773196,5662.812740476838,public,1.40365203255171,103.898531601376,PUNGGOL,MATILDA
269C QUEEN ST,7552.23880597015,7552.23880597015,public,1.30074307256271,103.853563515676,ROCHOR,VICTORIA
269D COMPASSVALE LINK,5500.0,5508.75634955635,public,1.38344213185407,103.896800992662,SENGKANG,COMPASSVALE
26A JLN MEMBINA,9693.333333333332,9665.580952380951,public,1.28306228472371,103.826059892794,BUKIT MERAH,TIONG BAHRU STATION
26A ST. GEORGE'S LANE,11410.117647058823,11390.653050785531,public,1.32238824783966,103.862438814371,KALLANG,BENDEMEER
26B JLN MEMBINA,8794.117647058823,9043.933803921567,public,1.28309207069724,103.825592376594,BUKIT MERAH,TIONG BAHRU STATION
26B ST. GEORGE'S LANE,11521.739130434782,11501.324223602483,public,1.32166862124903,103.862717909816,KALLANG,BENDEMEER
26C JLN MEMBINA,8887.254901960785,9057.361967009028,public,1.28275797395281,103.825205576961,BUKIT MERAH,TIONG BAHRU STATION
26D JLN MEMBINA,8914.8,9038.475151515153,public,1.28209883987158,103.825202810934,BUKIT MERAH,TIONG BAHRU STATION
27 BALAM RD,6331.77570093458,6026.396306186026,public,1.3303081156604,103.8863082196,GEYLANG,MACPHERSON
27 CHAI CHEE RD,5633.275535939471,5487.378400288237,public,1.32413363919193,103.923499790995,BEDOK,KEMBANGAN
27 DOVER CRES,5394.40650406504,5584.201445347787,public,1.30542278278875,103.781320435431,QUEENSTOWN,DOVER
27 GHIM MOH LINK,8913.04347826087,8954.622288580216,public,1.30837126346035,103.785133508433,QUEENSTOWN,GHIM MOH
27 JLN BAHAGIA,4250.0,4331.094748748556,public,1.32602102238192,103.858991981159,NOVENA,BALESTIER
27 LIM LIAK ST,8266.666666666666,8266.666666666666,public,1.28543704177023,103.830839342729,BUKIT MERAH,TIONG BAHRU
27 MARINE CRES,6456.349206349207,6522.33662710511,public,1.31411236669557,103.644247761855,TUAS,TUAS BAY
27 MARSILING DR,4175.824175824176,3691.911132345914,public,1.44227708494378,103.774172807721,WOODLANDS,NORTH COAST
27 NEW UPP CHANGI RD,4753.846153846154,4963.952938952939,public,1.32407808608611,103.934700574178,BEDOK,BEDOK SOUTH
27 TELOK BLANGAH WAY,5219.512195121952,5089.602053915276,public,1.27423633221398,103.82171468011,BUKIT MERAH,TELOK BLANGAH RISE
27 TOA PAYOH EAST,3776.1194029850735,3989.414665801428,public,1.33227000712346,103.856360426029,TOA PAYOH,KIM KEAT
270 BANGKIT RD,3701.923076923077,3866.6281262738817,public,1.37649519770575,103.774209981676,BUKIT PANJANG,BANGKIT
270 BISHAN ST 24,5830.419580419581,5750.353581603582,public,1.35695999510497,103.842213606417,BISHAN,MARYMOUNT
270 PASIR RIS ST 21,4722.222222222223,4497.4609469074985,public,1.36553637966674,103.96439860662,PASIR RIS,PASIR RIS DRIVE
270 TAMPINES ST 21,4519.2307692307695,4723.000007185338,public,1.34963011004171,103.948635174972,TAMPINES,TAMPINES EAST
270 TOH GUAN RD,5157.5413223140495,5143.181086703712,public,1.34122974295897,103.7461193594,JURONG EAST,TOH GUAN
270 YISHUN ST 22,4459.459459459459,4190.6929553988375,public,1.43742134106732,103.83998246407,YISHUN,NORTHLAND
270A PUNGGOL FIELD,5625.113043478261,5823.465823422965,public,1.40397950121026,103.899454945441,PUNGGOL,MATILDA
270A SENGKANG CTRL,5902.021505376344,6337.531182795699,public,1.3857519775168,103.894255028725,SENGKANG,COMPASSVALE
270B PUNGGOL FIELD,5670.103092783505,5891.526741890642,public,1.40410802463256,103.899031895755,PUNGGOL,MATILDA
270C PUNGGOL FIELD,5566.371681415929,5795.1887642467545,public,1.4043154522189,103.898851831195,PUNGGOL,MATILDA
271 BISHAN ST 24,5513.686763686764,5757.933293569806,public,1.35661576031593,103.84231764069,BISHAN,MARYMOUNT
271 BT BATOK EAST AVE 4,5234.375,4829.069430019199,public,1.34817263842498,103.758893085449,BUKIT BATOK,BUKIT BATOK EAST
271 CHOA CHU KANG AVE 2,3630.2997076023394,3653.5554617532193,public,1.37869966040642,103.742532296308,CHOA CHU KANG,KEAT HONG
271 PASIR RIS ST 21,4353.496168582376,4467.529480242635,public,1.36566783107171,103.963963178403,PASIR RIS,PASIR RIS DRIVE
271 QUEEN ST,7166.666666666667,7406.879854522454,public,1.30093267323152,103.853991004773,ROCHOR,VICTORIA
271 TAMPINES ST 21,4666.666666666667,4725.7392970706815,public,1.34980832347153,103.949577963482,TAMPINES,TAMPINES EAST
271 TOH GUAN RD,5371.900826446281,5359.8652143204745,public,1.34168199640726,103.746245532757,JURONG EAST,TOH GUAN
271 YISHUN ST 22,3984.375,4116.488422291994,public,1.43778658440392,103.840374104621,YISHUN,NORTHLAND
271A JURONG WEST ST 24,3617.021276595745,3936.264677941151,public,1.35088144577666,103.704062250377,JURONG WEST,WENYA
271A PUNGGOL WALK,5687.569892473119,5772.355744808009,public,1.40374540391316,103.900318866448,PUNGGOL,MATILDA
271A SENGKANG CTRL,5677.419354838709,5991.356321839081,public,1.38595588536248,103.894654799481,SENGKANG,COMPASSVALE
271B JURONG WEST ST 24,3473.684210526316,3748.346089572105,public,1.35050460657034,103.704250604883,JURONG WEST,WENYA
271B PUNGGOL WALK,5892.4731182795695,6179.400903493229,public,1.40417054982357,103.900581094235,PUNGGOL,MATILDA
271B SENGKANG CTRL,5752.688172043011,6073.518163324616,public,1.38545544642334,103.894490395737,SENGKANG,COMPASSVALE
271C JURONG WEST ST 24,3750.0,4005.0147492625374,public,1.35015314493401,103.704293139292,JURONG WEST,WENYA
271C PUNGGOL WALK,5883.620689655172,6197.475979954818,public,1.40394165900883,103.901034337843,PUNGGOL,MATILDA
